SG_UF,CD_MUNICIPIO,NM_MUNICIPIO.x,NR_TURNO,QT_ELEITOR_SECAO,QT_ELEITOR_ELEICAO_FEDERAL,NM_MUNICIPIO.y,DS_CARGO,QT_VOTOS_NOMINAIS,QT_VOTOS_NOMINAIS_VALIDOS,comparecimento,NM_MUNICIPIO,edu_superior,edu_ate_fundamental
GO,92827,RIO QUENTE,1,3400,3399,RIO QUENTE,Presidente,2480,,0.729411764705882,RIO QUENTE,0.126470588235294,0.383823529411765
GO,92258,ANICUNS,2,13574,13574,ANICUNS,Presidente,10359,,0.763150139973479,ANICUNS,0.143804331810815,0.466627375865626
RO,582,SERINGUEIRAS,2,9138,9140,SERINGUEIRAS,Presidente,6084,,0.665791201575837,SERINGUEIRAS,0.0151017728168089,0.746771722477566
PR,79332,UBIRATÃ,2,18611,11773,UBIRATÃ,Presidente,13816,,0.742356670786094,UBIRATÃ,0.0623824619848477,0.515985170060717
SC,80977,DIONÍSIO CERQUEIRA,1,11828,11815,DIONÍSIO CERQUEIRA,Presidente,8296,,0.70138654041258,DIONÍSIO CERQUEIRA,0.0574061548867095,0.597226919174839
AP,6068,CUTIAS,2,4254,4251,CUTIAS,Presidente,2761,,0.649036201222379,CUTIAS,0.0493653032440056,0.475082275505407
ES,56499,IBIRAÇU,2,9420,9412,IBIRAÇU,Presidente,6810,,0.722929936305732,IBIRAÇU,0.0991507430997877,0.448089171974522
CE,14770,MORAÚJO,2,6912,6911,MORAÚJO,Presidente,5272,,0.762731481481482,MORAÚJO,0.0626446759259259,0.573929398148148
BA,35319,GOVERNADOR MANGABEIRA,1,15836,15831,GOVERNADOR MANGABEIRA,Presidente,11483,,0.725119979792877,GOVERNADOR MANGABEIRA,0.0349204344531447,0.485476130335943
TO,92070,ALMAS,1,4782,4780,ALMAS,Presidente,3411,,0.713299874529486,ALMAS,0.0598076118778754,0.540150564617315
MS,91863,SANTA RITA DO PARDO,2,4658,4658,SANTA RITA DO PARDO,Presidente,2885,,0.619364534134822,SANTA RITA DO PARDO,0.0382138256762559,0.647488192357235
AM,2410,ITACOATIARA,1,66385,66336,ITACOATIARA,Presidente,49261,,0.742050161934172,ITACOATIARA,0.0512465165323492,0.438201400918882
MA,8222,SANTANA DO MARANHÃO,1,8291,8291,SANTANA DO MARANHÃO,Presidente,5266,,0.635146544445785,SANTANA DO MARANHÃO,0.0082016644554336,0.757930285852129
MG,53635,TAPIRAÍ,2,1685,1685,TAPIRAÍ,Presidente,1173,,0.696142433234421,TAPIRAÍ,0.0783382789317508,0.61839762611276
RJ,59331,SÃO JOSÉ DO VALE DO RIO PRETO,1,16167,16159,SÃO JOSÉ DO VALE DO RIO PRETO,Presidente,11458,,0.708727655099895,SÃO JOSÉ DO VALE DO RIO PRETO,0.029380837508505,0.655904001979341
PE,23833,CATENDE,1,24486,24493,CATENDE,Presidente,16417,,0.670464755370416,CATENDE,0.0287102834272646,0.611941517601895
PR,77658,PINHÃO,1,22593,22586,PINHÃO,Presidente,17401,,0.770194307971496,PINHÃO,0.0696233346611782,0.591466383393086
PB,22438,VÁRZEA,2,2418,2413,VÁRZEA,Presidente,1923,,0.795285359801489,VÁRZEA,0.106699751861042,0.445409429280397
BA,33278,ANGICAL,2,12408,12402,ANGICAL,Presidente,9180,,0.739845261121857,ANGICAL,0.0416666666666667,0.580029013539652
PE,23434,BOM JARDIM,1,27995,27995,BOM JARDIM,Presidente,20109,,0.718306840507234,BOM JARDIM,0.0376138596177889,0.613895338453295
GO,92851,CAÇU,1,9789,9781,CAÇU,Presidente,7033,,0.718459495351926,CAÇU,0.0934722647870058,0.528756767800593
MG,51551,SANTA LUZIA,2,159377,159401,SANTA LUZIA,Presidente,109741,,0.688562339609856,SANTA LUZIA,0.0271933842398841,0.517126059594546
MS,91804,DOIS IRMÃOS DO BURITI,1,7982,7982,DOIS IRMÃOS DO BURITI,Presidente,5855,,0.733525432222501,DOIS IRMÃOS DO BURITI,0.0321974442495615,0.677399148083187
SP,70335,SANTA FÉ DO SUL,2,25555,25528,SANTA FÉ DO SUL,Presidente,16614,,0.650127176677754,SANTA FÉ DO SUL,0.148581490901976,0.419604774016826
RO,728,PRIMAVERA DE RONDÔNIA,2,2773,2776,PRIMAVERA DE RONDÔNIA,Presidente,1952,,0.703930760908763,PRIMAVERA DE RONDÔNIA,0.0645510277677605,0.599350883519654
GO,92959,CAMPO ALEGRE DE GOIÁS,1,4915,4912,CAMPO ALEGRE DE GOIÁS,Presidente,3533,,0.71881993896236,CAMPO ALEGRE DE GOIÁS,0.0905391658189217,0.521668362156663
PR,74748,RIO BONITO DO IGUAÇU,1,10645,10639,RIO BONITO DO IGUAÇU,Presidente,8594,,0.807327383748239,RIO BONITO DO IGUAÇU,0.0540159699389385,0.620197275716299
BA,33537,BARRA,1,35732,35349,BARRA,Presidente,24136,,0.675472965409157,BARRA,0.0089835441620956,0.678859285794246
CE,14532,LIMOEIRO DO NORTE,2,42372,42348,LIMOEIRO DO NORTE,Presidente,33562,,0.792079675257245,LIMOEIRO DO NORTE,0.0797932596998018,0.486335315774568
RS,87734,OSÓRIO,1,36300,36318,OSÓRIO,Presidente,26789,,0.737988980716254,OSÓRIO,0.0918457300275482,0.465674931129477
PR,74535,BELA VISTA DO PARAÍSO,2,12114,12114,BELA VISTA DO PARAÍSO,Presidente,9353,,0.772081888723791,BELA VISTA DO PARAÍSO,0.123163282152881,0.495707445930329
MS,55018,ALCINÓPOLIS,2,3502,3505,ALCINÓPOLIS,Presidente,2253,,0.64334665905197,ALCINÓPOLIS,0.0813820673900628,0.639348943460879
PR,75370,CURIÚVA,1,10376,10371,CURIÚVA,Presidente,7367,,0.710003855050116,CURIÚVA,0.0631264456437934,0.59358134155744
PI,10227,COLÔNIA DO PIAUÍ,1,5849,5847,COLÔNIA DO PIAUÍ,Presidente,4448,,0.76047187553428,COLÔNIA DO PIAUÍ,0.0482133698068046,0.665241921696016
BA,38172,QUEIMADAS,2,19836,19827,QUEIMADAS,Presidente,13101,,0.660465819721718,QUEIMADAS,0.00867110304496874,0.676396450897358
MG,49115,OLIVEIRA,2,32885,32861,OLIVEIRA,Presidente,21732,,0.660848411129694,OLIVEIRA,0.0449749125741219,0.546784248137449
RS,89354,TRAMANDAÍ,2,35253,35206,TRAMANDAÍ,Presidente,23087,,0.654894618897682,TRAMANDAÍ,0.0558250361671347,0.520211045868437
CE,13439,BEBERIBE,2,42456,42450,BEBERIBE,Presidente,29341,,0.691091954022989,BEBERIBE,0.0261447145279819,0.65043810062182
MG,53090,SARDOÁ,1,4832,4830,SARDOÁ,Presidente,2847,,0.58919701986755,SARDOÁ,0.0173841059602649,0.626862582781457
RS,88110,REDENTORA,2,6233,6222,REDENTORA,Presidente,4569,,0.733033852077651,REDENTORA,0.0471682977699342,0.615754853200706
MG,48933,NOVA ERA,2,15165,15144,NOVA ERA,Presidente,9658,,0.636861193537751,NOVA ERA,0.0373887240356083,0.523705901747445
SE,31852,MURIBECA,1,6702,6709,MURIBECA,Presidente,4984,,0.743658609370337,MURIBECA,0.0472993136377201,0.583557147120263
AL,28134,OLHO D'ÁGUA DAS FLORES,2,14854,12256,OLHO D ÁGUA DAS FLORES,Presidente,10239,,0.689309276962434,OLHO D'ÁGUA DAS FLORES,0.0326511377406759,0.660360845563485
MG,41874,BURITIZEIRO,1,19107,19098,BURITIZEIRO,Presidente,12121,,0.634374836447375,BURITIZEIRO,0.0245459779138536,0.62312241586853
RS,87424,PONTÃO,1,3086,3082,PONTÃO,Presidente,2600,,0.84251458198315,PONTÃO,0.0605962410887881,0.558327932598833
MG,41386,PINTÓPOLIS,2,6291,6288,PINTÓPOLIS,Presidente,3602,,0.572563980289302,PINTÓPOLIS,0.0198696550627881,0.67795263074233
GO,95630,QUIRINÓPOLIS,1,31671,31666,QUIRINÓPOLIS,Presidente,23412,,0.739225158662499,QUIRINÓPOLIS,0.134507909443971,0.457358466736131
RJ,58173,CAMBUCI,1,12172,10811,CAMBUCI,Presidente,8710,,0.715576733486691,CAMBUCI,0.0395990798554059,0.554880052579691
BA,38113,PRADO,2,21414,21401,PRADO,Presidente,13089,,0.61123564023536,PRADO,0.0367049593723732,0.666900158774633
SP,62359,BOCAINA,2,8960,8960,BOCAINA,Presidente,6026,,0.672544642857143,BOCAINA,0.0637276785714286,0.517522321428571
RS,87777,PALMEIRA DAS MISSÕES,2,22267,22254,PALMEIRA DAS MISSÕES,Presidente,17500,,0.785916378497328,PALMEIRA DAS MISSÕES,0.129429200161674,0.442852651906409
SP,66850,MARTINÓPOLIS,2,16749,16729,MARTINÓPOLIS,Presidente,12330,,0.736163353036002,MARTINÓPOLIS,0.130037614185922,0.400740342707027
PA,4545,TERRA ALTA,1,10159,10156,TERRA ALTA,Presidente,7786,,0.76641401712767,TERRA ALTA,0.0253962004134265,0.550644748498868
MA,8206,SANTA FILOMENA DO MARANHÃO,1,4720,4719,SANTA FILOMENA DO MARANHÃO,Presidente,3928,,0.832203389830509,SANTA FILOMENA DO MARANHÃO,0.0283898305084746,0.659745762711864
RS,85030,AJURICABA,2,5886,5883,AJURICABA,Presidente,4751,,0.807169554875977,AJURICABA,0.0795107033639144,0.563370710159701
PE,23108,SANTA CRUZ,2,11132,11126,SANTA CRUZ,Presidente,7788,,0.699604743083004,SANTA CRUZ,0.00664750269493353,0.78296802012217
RS,87459,MAXIMILIANO DE ALMEIDA,1,3965,3962,MAXIMILIANO DE ALMEIDA,Presidente,3103,,0.782597730138714,MAXIMILIANO DE ALMEIDA,0.0675914249684742,0.611853720050441
PR,75086,ARIRANHA DO IVAÍ,1,2074,2074,ARIRANHA DO IVAÍ,Presidente,1729,,0.833654773384764,ARIRANHA DO IVAÍ,0.0631629701060752,0.56702025072324
SC,81752,JARAGUÁ DO SUL,1,109363,109610,JARAGUÁ DO SUL,Presidente,93686,,0.856651701215219,JARAGUÁ DO SUL,0.204612163163044,0.296864570284283
RS,87408,PINHEIRINHO DO VALE,1,3237,3042,PINHEIRINHO DO VALE,Presidente,2782,,0.859437751004016,PINHEIRINHO DO VALE,0.0790855730614767,0.625888168056843
PI,12157,SIMPLÍCIO MENDES,2,8648,8657,SIMPLÍCIO MENDES,Presidente,6892,,0.796947271045328,SIMPLÍCIO MENDES,0.0964384828862165,0.573080481036078
MG,45390,FRONTEIRA,2,10029,10026,FRONTEIRA,Presidente,6670,,0.665071293249576,FRONTEIRA,0.0315086249875361,0.603051151660185
MG,43818,CORINTO,1,19995,19978,CORINTO,Presidente,12272,,0.61375343835959,CORINTO,0.028607151787947,0.578244561140285
MG,41505,SANTA HELENA DE MINAS,2,5007,5012,SANTA HELENA DE MINAS,Presidente,2931,,0.585380467345716,SANTA HELENA DE MINAS,0.0191731575793889,0.671260235670062
AC,1082,RODRIGUES ALVES,1,11001,11011,RODRIGUES ALVES,Presidente,8151,,0.740932642487047,RODRIGUES ALVES,0.0428142896100355,0.574675029542769
MG,54070,UNAÍ,2,61085,60999,UNAÍ,Presidente,41041,,0.671867070475567,UNAÍ,0.0423508226242122,0.526332160104772
RS,89273,TAQUARA,1,41633,41607,TAQUARA,Presidente,31443,,0.755242235726467,TAQUARA,0.0468138255710614,0.540845002762232
GO,93122,CALDAZINHA,1,3029,3029,CALDAZINHA,Presidente,2132,,0.703862660944206,CALDAZINHA,0.0706503796632552,0.498514361175305
SC,81000,SANGÃO,1,8326,8325,SANGÃO,Presidente,6550,,0.786692289214509,SANGÃO,0.020658179197694,0.656737929377853
BA,37699,PALMAS DE MONTE ALTO,1,17092,17088,PALMAS DE MONTE ALTO,Presidente,11967,,0.700152117949918,PALMAS DE MONTE ALTO,0.0267961619471098,0.710624853732741
RS,84913,VANINI,1,1899,1899,VANINI,Presidente,1525,,0.803054239073197,VANINI,0.111111111111111,0.500789889415482
MG,47554,LAMBARI,1,16602,16589,LAMBARI,Presidente,11575,,0.697205156005301,LAMBARI,0.0472834598241176,0.558185760751717
SP,72117,UBIRAJARA,2,4157,4152,UBIRAJARA,Presidente,2783,,0.669473177772432,UBIRAJARA,0.0356025980274236,0.539571806591292
PB,20958,MONTEIRO,1,23932,22153,MONTEIRO,Presidente,17647,,0.737380912585659,MONTEIRO,0.0587915761323751,0.5754220290824
MA,8990,SANTA QUITÉRIA DO MARANHÃO,2,20875,20867,SANTA QUITÉRIA DO MARANHÃO,Presidente,13869,,0.664383233532934,SANTA QUITÉRIA DO MARANHÃO,0.00656287425149701,0.761341317365269
MG,52736,SÃO LOURENÇO,2,33710,33685,SÃO LOURENÇO,Presidente,22522,,0.668110353010976,SÃO LOURENÇO,0.0981904479382973,0.450341145060813
SP,66516,LUCIANÓPOLIS,1,2074,2074,LUCIANÓPOLIS,Presidente,1474,,0.710703953712633,LUCIANÓPOLIS,0.0380906460945034,0.527000964320154
BA,37796,PAU BRASIL,2,7209,7205,PAU BRASIL,Presidente,4817,,0.668192537106395,PAU BRASIL,0.00887779164932723,0.747121653488695
MT,91553,SANTO ANTÔNIO DO LEVERGER,1,15258,13762,SANTO ANTÔNIO DO LEVERGER,Presidente,11983,,0.785358500458776,SANTO ANTÔNIO DO LEVERGER,0.085659981648971,0.470638353650544
RJ,59072,SAPUCAIA,2,16506,16499,SAPUCAIA,Presidente,10823,,0.655700957227675,SAPUCAIA,0.0348358172785654,0.62637828668363
AL,27111,BARRA DE SÃO MIGUEL,2,6465,6466,BARRA DE SÃO MIGUEL,Presidente,4746,,0.734106728538283,BARRA DE SÃO MIGUEL,0.0946635730858469,0.549110595514308
MG,47236,JOÃO MONLEVADE,1,59679,59632,JOÃO MONLEVADE,Presidente,40868,,0.684796997268721,JOÃO MONLEVADE,0.0382881750699576,0.481040231907371
MT,90581,JURUENA,1,6062,6061,JURUENA,Presidente,3840,,0.633454305509733,JURUENA,0.0254041570438799,0.676179478719894
PR,78891,SÃO MIGUEL DO IGUAÇU,1,21972,19407,SÃO MIGUEL DO IGUAÇU,Presidente,15698,,0.714454760604406,SÃO MIGUEL DO IGUAÇU,0.0426906972510468,0.59657746222465
AM,2534,MANACAPURU,2,66014,66242,MANACAPURU,Presidente,45033,,0.682173478353077,MANACAPURU,0.0437331475141637,0.473157209076863
RJ,58238,CARMO,2,14421,14408,CARMO,Presidente,9721,,0.674086401775189,CARMO,0.0628250468067402,0.529228208862076
PI,10537,COCAL,2,18541,18541,COCAL,Presidente,14854,,0.801143411897956,COCAL,0.0391025295291516,0.739819858691548
PI,10456,CANTO DO BURITI,1,14454,14470,CANTO DO BURITI,Presidente,10684,,0.739172547391726,CANTO DO BURITI,0.0619205756192058,0.629791061297911
SC,81086,MORRO GRANDE,2,2966,2969,MORRO GRANDE,Presidente,2334,,0.786918408631153,MORRO GRANDE,0.0266351989211059,0.612272420768712
MS,90816,GUIA LOPES DA LAGUNA,2,7521,7518,GUIA LOPES DA LAGUNA,Presidente,4830,,0.642201834862385,GUIA LOPES DA LAGUNA,0.0332402606036431,0.660683419758011
RS,87300,NOVO TIRADENTES,1,1750,1750,NOVO TIRADENTES,Presidente,1423,,0.813142857142857,NOVO TIRADENTES,0.0605714285714286,0.632
PA,4731,ITUPIRANGA,2,32458,32452,ITUPIRANGA,Presidente,19051,,0.586943126501941,ITUPIRANGA,0.0205804424178939,0.761753650871896
MG,50270,PITANGUI,2,20886,20893,PITANGUI,Presidente,14602,,0.699128602891889,PITANGUI,0.0584602125825912,0.528535861342526
SE,31259,CAPELA,1,24299,24317,CAPELA,Presidente,16150,,0.664636404790321,CAPELA,0.0372443310424297,0.593275443433886
SC,83550,TIJUCAS,2,27508,27495,TIJUCAS,Presidente,19997,,0.726952159371819,TIJUCAS,0.0850661625708885,0.463610586011342
RS,87130,ITAQUI,1,27765,27712,ITAQUI,Presidente,19349,,0.696884566900774,ITAQUI,0.0476139023951018,0.544750585269224
MG,52531,SÃO JOÃO DO PARAÍSO,1,17022,16994,SÃO JOÃO DO PARAÍSO,Presidente,9630,,0.565738456115615,SÃO JOÃO DO PARAÍSO,0.0147456233110093,0.714428386793561
PI,12491,PEDRO LAURENTINO,1,2438,2436,PEDRO LAURENTINO,Presidente,2013,,0.825676784249385,PEDRO LAURENTINO,0.0635767022149303,0.586546349466776
MG,53414,SERRO,2,16991,16984,SERRO,Presidente,8743,,0.514566535224531,SERRO,0.0297216173268201,0.635924901418398
AL,27316,CANAPI,2,13116,13116,CANAPI,Presidente,8523,,0.649817017383349,CANAPI,0.0191369319914608,0.737038731320525
ES,56618,JERÔNIMO MONTEIRO,2,9761,9745,JERÔNIMO MONTEIRO,Presidente,6664,,0.682716934740293,JERÔNIMO MONTEIRO,0.0335006659153775,0.604138920192603
ES,57118,RIO BANANAL,1,15249,15247,RIO BANANAL,Presidente,10499,,0.688504164207489,RIO BANANAL,0.0190832185717096,0.648304806872582
SP,69418,QUINTANA,2,5236,5236,QUINTANA,Presidente,3524,,0.673032849503438,QUINTANA,0.0311306340718105,0.519098548510313
GO,95133,PALMELO,1,2106,2104,PALMELO,Presidente,1586,,0.753086419753086,PALMELO,0.124881291547958,0.433998100664767
AL,28835,TRAIPU,1,17199,13426,TRAIPU,Presidente,11343,,0.659515088086517,TRAIPU,0.0264550264550265,0.734519448805163
PA,4375,BUJARU,1,19445,19444,BUJARU,Presidente,15376,,0.790743121625097,BUJARU,0.00966829519156595,0.728824890717408
GO,92029,BONFINÓPOLIS,2,5192,5192,BONFINÓPOLIS,Presidente,4240,,0.816640986132512,BONFINÓPOLIS,0.086286594761171,0.486325115562404
PE,24090,FERREIROS,1,9266,9261,FERREIROS,Presidente,6411,,0.691884308223613,FERREIROS,0.0407943017483272,0.602525361536801
MG,41378,BICAS,2,11595,11591,BICAS,Presidente,7578,,0.653557567917206,BICAS,0.0652867615351445,0.516688227684347
MG,41289,PAI PEDRO,1,5030,5029,PAI PEDRO,Presidente,3411,,0.678131212723658,PAI PEDRO,0.0147117296222664,0.656262425447316
MA,9059,SÃO BENEDITO DO RIO PRETO,1,12530,12528,SÃO BENEDITO DO RIO PRETO,Presidente,10493,,0.837430167597765,SÃO BENEDITO DO RIO PRETO,0.0327214684756584,0.543974461292897
SP,61336,AMÉRICO BRASILIENSE,2,27494,27488,AMÉRICO BRASILIENSE,Presidente,18027,,0.655670328071579,AMÉRICO BRASILIENSE,0.0287699134356587,0.472794064159453
PI,10600,BARRA D'ALCÂNTARA,2,3054,3054,BARRA D ALCÂNTARA,Presidente,2339,,0.765880812049771,BARRA D'ALCÂNTARA,0.0599214145383104,0.651604453176162
PA,5037,OEIRAS DO PARÁ,1,21001,20995,OEIRAS DO PARÁ,Presidente,16167,,0.769820484738822,OEIRAS DO PARÁ,0.0143326508261511,0.77939145754964
PR,74853,CÂNDIDO DE ABREU,1,11209,11210,CÂNDIDO DE ABREU,Presidente,8615,,0.768578820590597,CÂNDIDO DE ABREU,0.0636988134534749,0.613524846105808
PI,12572,CAJUEIRO DA PRAIA,1,6186,6199,CAJUEIRO DA PRAIA,Presidente,4878,,0.788554801163919,CAJUEIRO DA PRAIA,0.0396055609440672,0.697381183317168
SP,61450,ANHEMBI,2,5667,5664,ANHEMBI,Presidente,3388,,0.597847185459679,ANHEMBI,0.0453502735133228,0.539085936121405
RO,582,SERINGUEIRAS,1,9138,9140,SERINGUEIRAS,Presidente,6409,,0.701356970890786,SERINGUEIRAS,0.0151017728168089,0.746771722477566
BA,33731,BOA NOVA,2,13014,13013,BOA NOVA,Presidente,7492,,0.575687720915937,BOA NOVA,0.00706930997387429,0.73866605194406
PE,23205,ARAÇOIABA,1,14706,14701,ARAÇOIABA,Presidente,11308,,0.768937848497212,ARAÇOIABA,0.0274037807697538,0.582279341765266
RS,89532,VACARIA,2,46880,46843,VACARIA,Presidente,33490,,0.714377133105802,VACARIA,0.0573592150170649,0.532167235494881
MT,98191,JUARA,1,23474,23463,JUARA,Presidente,14966,,0.637556445428985,JUARA,0.0326318480020448,0.644585498849791
SC,82970,RODEIO,2,9241,9237,RODEIO,Presidente,7281,,0.787901742235689,RODEIO,0.0438264257115031,0.57050102802727
RN,17094,JARDIM DE PIRANHAS,2,10297,10294,JARDIM DE PIRANHAS,Presidente,7837,,0.761095464698456,JARDIM DE PIRANHAS,0.0527338059629018,0.627464309993202
SP,65099,ILHABELA,2,24361,24312,ILHABELA,Presidente,15857,,0.650917450022577,ILHABELA,0.0928943803620541,0.427363408727064
RS,88617,SANTO CRISTO,1,12898,12885,SANTO CRISTO,Presidente,10528,,0.816250581485502,SANTO CRISTO,0.06256783997519,0.550395410141107
SP,68659,ESPÍRITO SANTO DO PINHAL,1,33949,33900,ESPÍRITO SANTO DO PINHAL,Presidente,22438,,0.660932575333589,ESPÍRITO SANTO DO PINHAL,0.0896933635747739,0.466110931102536
AC,1023,PORTO ACRE,1,12299,12324,PORTO ACRE,Presidente,9833,,0.79949589397512,PORTO ACRE,0.0569965037807952,0.594926416781852
SP,66710,MAIRIPORÃ,1,61289,61254,MAIRIPORÃ,Presidente,42699,,0.696682928421087,MAIRIPORÃ,0.0975378942387704,0.401001811091713
MT,90042,ALTO BOA VISTA,1,3605,3602,ALTO BOA VISTA,Presidente,2390,,0.662968099861304,ALTO BOA VISTA,0.0255201109570042,0.596671289875173
CE,13285,PINDORETAMA,2,16613,16608,PINDORETAMA,Presidente,13323,,0.801962318666105,PINDORETAMA,0.0544152169987359,0.541202672605791
MT,91103,ITANHANGÁ,1,4421,4421,ITANHANGÁ,Presidente,2980,,0.674055643519566,ITANHANGÁ,0.0484053381587876,0.581316444243384
MS,55026,LAGUNA CARAPÃ,2,4721,4720,LAGUNA CARAPÃ,Presidente,3471,,0.735225587799195,LAGUNA CARAPÃ,0.0357975005295488,0.676551578055497
SE,31917,NOSSA SENHORA DAS DORES,1,19886,19944,NOSSA SENHORA DAS DORES,Presidente,14153,,0.711706728351604,NOSSA SENHORA DAS DORES,0.0404807402192497,0.631901840490798
TO,94633,MIRANORTE,1,9684,9677,MIRANORTE,Presidente,6861,,0.708488228004957,MIRANORTE,0.0738331268071045,0.51363073110285
MT,90743,CAMPOS DE JÚLIO,2,4291,4285,CAMPOS DE JÚLIO,Presidente,3002,,0.699603821952925,CAMPOS DE JÚLIO,0.112328128641342,0.423677464460499
MG,47198,JOAÍMA,2,10867,10866,JOAÍMA,Presidente,5942,,0.546793043158185,JOAÍMA,0.0185883868592988,0.754302015275605
SP,63711,CUBATÃO,2,96250,96216,CUBATÃO,Presidente,64610,,0.671272727272727,CUBATÃO,0.0374857142857143,0.487241558441559
PR,74071,ALMIRANTE TAMANDARÉ,2,68021,68011,ALMIRANTE TAMANDARÉ,Presidente,52607,,0.773393510827539,ALMIRANTE TAMANDARÉ,0.0571588186001382,0.468561179635701
RS,88994,SAPIRANGA,1,61211,61180,SAPIRANGA,Presidente,48413,,0.790919932691836,SAPIRANGA,0.0281975461926778,0.595693584486449
SP,63894,DRACENA,2,35220,35172,DRACENA,Presidente,23851,,0.677200454287337,DRACENA,0.166751845542306,0.376462237365133
GO,93718,GOIANÉSIA,2,50529,50510,GOIANÉSIA,Presidente,36518,,0.722713689168596,GOIANÉSIA,0.095944902927032,0.477349640800333
PA,5835,PARAUAPEBAS,2,156301,156345,PARAUAPEBAS,Presidente,105060,,0.672164605472774,PARAUAPEBAS,0.0598268725088131,0.372985457546657
RS,89508,TIO HUGO,2,2323,2323,TIO HUGO,Presidente,1867,,0.803702109341369,TIO HUGO,0.0753336203185536,0.531209642703401
BA,39039,SENTO SÉ,2,28383,28370,SENTO SÉ,Presidente,18651,,0.657118697812071,SENTO SÉ,0.0110277278652715,0.711587922347884
ES,56120,MARATAÍZES,1,28123,28138,MARATAÍZES,Presidente,20009,,0.711481705365715,MARATAÍZES,0.0481456459125982,0.567329232300964
CE,15717,TRAIRI,1,40362,39526,TRAIRI,Presidente,32003,,0.79289926168178,TRAIRI,0.0422922550914226,0.562187205787622
PE,23280,TAMANDARÉ,1,16386,16378,TAMANDARÉ,Presidente,11369,,0.693823996094227,TAMANDARÉ,0.0353960698156963,0.601305992920786
RN,18694,SEVERIANO MELO,2,6259,6259,SEVERIANO MELO,Presidente,4808,,0.768173829685253,SEVERIANO MELO,0.0837194440006391,0.621505032752836
PR,79979,JESUÍTAS,1,7251,7246,JESUÍTAS,Presidente,5400,,0.744724865535788,JESUÍTAS,0.0490966763205075,0.570128258171287
GO,92495,ARUANÃ,2,5938,5935,ARUANÃ,Presidente,3735,,0.628999663186258,ARUANÃ,0.0513640956551027,0.607443583698215
PB,19712,CACIMBA DE DENTRO,1,12412,12414,CACIMBA DE DENTRO,Presidente,9048,,0.728971962616822,CACIMBA DE DENTRO,0.0346438930067676,0.703190460844344
PR,74829,SANTA MÔNICA,1,2506,2507,SANTA MÔNICA,Presidente,1954,,0.779728651237031,SANTA MÔNICA,0.0790103750997606,0.55147645650439
BA,33979,CACHOEIRA,1,25111,25101,CACHOEIRA,Presidente,17979,,0.715981044163912,CACHOEIRA,0.024292142885588,0.593405280554339
RN,16713,EXTREMOZ,1,20521,18515,EXTREMOZ,Presidente,16207,,0.789776326689733,EXTREMOZ,0.0616441693874568,0.459383071000439
PE,25593,SÃO BENTO DO UNA,2,36155,36172,SÃO BENTO DO UNA,Presidente,23866,,0.660102337159452,SÃO BENTO DO UNA,0.0138570045636841,0.726842760337436
PI,10766,CURRAIS,2,4841,4841,CURRAIS,Presidente,3774,,0.779590993596364,CURRAIS,0.043586035942987,0.669902912621359
MG,54410,VISCONDE DO RIO BRANCO,1,30106,30083,VISCONDE DO RIO BRANCO,Presidente,21395,,0.710655683252508,VISCONDE DO RIO BRANCO,0.0438118647445692,0.604829602072677
PE,26336,ITAPISSUMA,2,17636,17626,ITAPISSUMA,Presidente,13660,,0.774552052619642,ITAPISSUMA,0.0250623724200499,0.564810614651849
MG,41262,PADRE CARVALHO,2,4854,4850,PADRE CARVALHO,Presidente,2524,,0.519983518747425,PADRE CARVALHO,0.0129789864029666,0.660692212608158
RS,88226,NOVA CANDELÁRIA,2,2344,2343,NOVA CANDELÁRIA,Presidente,1981,,0.845136518771331,NOVA CANDELÁRIA,0.0674061433447099,0.604095563139932
PB,21474,PRINCESA ISABEL,1,14839,14862,PRINCESA ISABEL,Presidente,10828,,0.729698766763259,PRINCESA ISABEL,0.0550576184379001,0.632252847226902
PR,74586,NOVA LARANJEIRAS,2,7503,7505,NOVA LARANJEIRAS,Presidente,6081,,0.810475809676129,NOVA LARANJEIRAS,0.0665067306410769,0.591096894575503
PB,22098,SÃO VICENTE DO SERIDÓ,2,8370,8369,SÃO VICENTE DO SERIDÓ,Presidente,6293,,0.751851851851852,SÃO VICENTE DO SERIDÓ,0.0324970131421744,0.666427718040621
BA,35890,IRAQUARA,2,16623,16625,IRAQUARA,Presidente,12697,,0.763821211574325,IRAQUARA,0.0196715394333153,0.619623413342959
MG,44636,DORES DO INDAIÁ,1,11487,11464,DORES DO INDAIÁ,Presidente,7477,,0.650909724035867,DORES DO INDAIÁ,0.0653782536780709,0.534778445198921
